event_record_id,timestamp,event_id,channel,host,user,domain,src_ip,logon_type,status,sub_status,outcome
100020,2026-09-21T12:05:20Z,4625,Security,WS-011,lucas.ferreira,LAB,10.10.20.21,2,0xC000006D,0xC000006A,failure
100021,2026-09-21T12:05:37Z,4624,Security,WS-004,carlos.lima,LAB,10.10.20.14,2,0x0,0x0,success
100022,2026-09-21T12:05:45Z,4624,Security,WS-011,lucas.ferreira,LAB,10.10.20.21,2,0x0,0x0,success
100023,2026-09-21T12:06:43Z,4624,Security,WS-003,carla.mendes,LAB,10.10.20.13,2,0x0,0x0,success
100024,2026-09-21T12:07:01Z,4624,Security,WS-001,ana.pereira,LAB,10.10.20.11,2,0x0,0x0,success
100025,2026-09-21T12:12:45Z,4624,Security,WS-007,felipe.martins,LAB,10.10.20.17,2,0x0,0x0,success
100026,2026-09-21T12:15:14Z,4624,Security,SRV-FILE-01,bruno.costa,LAB,10.10.20.12,3,0x0,0x0,success
100027,2026-09-21T12:34:26Z,4624,Security,WS-008,gabriela.nunes,LAB,10.10.20.18,2,0x0,0x0,success
100028,2026-09-21T12:37:17Z,4624,Security,SRV-FILE-01,joao.silva,LAB,10.10.20.19,3,0x0,0x0,success
100029,2026-09-21T12:44:27Z,4624,Security,SRV-FILE-01,juliana.ramos,LAB,10.10.20.20,3,0x0,0x0,success
100030,2026-09-21T13:09:13Z,4624,Security,SRV-FILE-01,lucas.ferreira,LAB,10.10.20.21,3,0x0,0x0,success
100031,2026-09-21T13:15:00Z,4625,Security,SRV-APP-01,maria.souza,LAB,203.0.113.45,3,0xC000006D,0xC000006A,failure
100032,2026-09-21T13:15:16Z,4625,Security,SRV-APP-01,maria.souza,LAB,203.0.113.45,3,0xC000006D,0xC000006A,failure
100033,2026-09-21T13:15:32Z,4625,Security,SRV-APP-01,maria.souza,LAB,203.0.113.45,3,0xC000006D,0xC000006A,failure
100034,2026-09-21T13:15:48Z,4625,Security,SRV-APP-01,maria.souza,LAB,203.0.113.45,3,0xC000006D,0xC000006A,failure
100035,2026-09-21T13:16:04Z,4625,Security,SRV-APP-01,maria.souza,LAB,203.0.113.45,3,0xC000006D,0xC000006A,failure
100036,2026-09-21T13:16:20Z,4625,Security,SRV-APP-01,maria.souza,LAB,203.0.113.45,3,0xC000006D,0xC000006A,failure
100037,2026-09-21T13:16:36Z,4625,Security,SRV-APP-01,maria.souza,LAB,203.0.113.45,3,0xC000006D,0xC000006A,failure
100038,2026-09-21T13:16:52Z,4625,Security,SRV-APP-01,maria.souza,LAB,203.0.113.45,3,0xC000006D,0xC000006A,failure
100039,2026-09-21T13:17:08Z,4625,Security,SRV-APP-01,maria.souza,LAB,203.0.113.45,3,0xC000006D,0xC000006A,failure
100040,2026-09-21T13:17:24Z,4625,Security,SRV-APP-01,maria.souza,LAB,203.0.113.45,3,0xC000006D,0xC000006A,failure
100041,2026-09-21T13:17:40Z,4625,Security,SRV-APP-01,maria.souza,LAB,203.0.113.45,3,0xC000006D,0xC000006A,failure
100042,2026-09-21T13:17:56Z,4625,Security,SRV-APP-01,maria.souza,LAB,203.0.113.45,3,0xC000006D,0xC000006A,failure
100043,2026-09-21T13:18:12Z,4625,Security,SRV-APP-01,maria.souza,LAB,203.0.113.45,3,0xC000006D,0xC000006A,failure
100044,2026-09-21T13:18:28Z,4625,Security,SRV-APP-01,maria.souza,LAB,203.0.113.45,3,0xC000006D,0xC000006A,failure
100045,2026-09-21T13:18:44Z,4625,Security,SRV-APP-01,maria.souza,LAB,203.0.113.45,3,0xC000006D,0xC000006A,failure
100046,2026-09-21T13:34:07Z,4624,Security,SRV-FILE-01,tiago.barbosa,LAB,10.10.20.25,3,0x0,0x0,success
100047,2026-09-21T13:34:26Z,4624,Security,SRV-FILE-01,gabriela.nunes,LAB,10.10.20.18,3,0x0,0x0,success
100048,2026-09-21T14:05:37Z,4624,Security,SRV-FILE-01,carlos.lima,LAB,10.10.20.14,3,0x0,0x0,success
100049,2026-09-21T14:51:02Z,4624,Security,SRV-FILE-01,renata.gomes,LAB,10.10.20.24,3,0x0,0x0,success
100050,2026-09-21T14:54:22Z,4624,Security,SRV-FILE-01,paulo.teixeira,LAB,10.10.20.23,3,0x0,0x0,success
100051,2026-09-21T15:06:43Z,4624,Security,SRV-FILE-01,carla.mendes,LAB,10.10.20.13,3,0x0,0x0,success
100052,2026-09-21T15:07:01Z,4624,Security,SRV-FILE-01,ana.pereira,LAB,10.10.20.11,3,0x0,0x0,success
100053,2026-09-21T15:12:45Z,4624,Security,SRV-FILE-01,felipe.martins,LAB,10.10.20.17,3,0x0,0x0,success
100054,2026-09-21T16:40:00Z,4625,Security,WS-014,renata.gomes,LAB,10.10.20.24,2,0xC000006D,0xC000006A,failure
100055,2026-09-21T16:40:20Z,4625,Security,WS-014,renata.gomes,LAB,10.10.20.24,2,0xC000006D,0xC000006A,failure
100056,2026-09-21T16:40:45Z,4624,Security,WS-014,renata.gomes,LAB,10.10.20.24,2,0x0,0x0,success
100057,2026-09-21T17:02:00Z,4625,Security,SRV-RDP-01,joao.silva,LAB,198.51.100.23,10,0xC000006D,0xC000006A,failure
100058,2026-09-21T17:02:25Z,4625,Security,SRV-RDP-01,joao.silva,LAB,198.51.100.23,10,0xC000006D,0xC000006A,failure
100059,2026-09-21T17:02:50Z,4625,Security,SRV-RDP-01,joao.silva,LAB,198.51.100.23,10,0xC000006D,0xC000006A,failure
100060,2026-09-21T17:03:15Z,4625,Security,SRV-RDP-01,joao.silva,LAB,198.51.100.23,10,0xC000006D,0xC000006A,failure
100061,2026-09-21T17:03:40Z,4625,Security,SRV-RDP-01,joao.silva,LAB,198.51.100.23,10,0xC000006D,0xC000006A,failure
100062,2026-09-21T17:04:05Z,4625,Security,SRV-RDP-01,joao.silva,LAB,198.51.100.23,10,0xC000006D,0xC000006A,failure
100063,2026-09-21T17:04:30Z,4625,Security,SRV-RDP-01,joao.silva,LAB,198.51.100.23,10,0xC000006D,0xC000006A,failure
100064,2026-09-21T17:04:55Z,4625,Security,SRV-RDP-01,joao.silva,LAB,198.51.100.23,10,0xC000006D,0xC000006A,failure
100065,2026-09-21T17:05:20Z,4625,Security,SRV-RDP-01,joao.silva,LAB,198.51.100.23,10,0xC000006D,0xC000006A,failure
100066,2026-09-21T17:05:45Z,4625,Security,SRV-RDP-01,joao.silva,LAB,198.51.100.23,10,0xC000006D,0xC000006A,failure
100067,2026-09-21T17:06:10Z,4625,Security,SRV-RDP-01,joao.silva,LAB,198.51.100.23,10,0xC000006D,0xC000006A,failure
100068,2026-09-21T17:06:35Z,4625,Security,SRV-RDP-01,joao.silva,LAB,198.51.100.23,10,0xC000006D,0xC000006A,failure
100069,2026-09-21T17:07:30Z,4624,Security,SRV-RDP-01,joao.silva,LAB,198.51.100.23,10,0x0,0x0,success
100070,2026-09-21T19:20:00Z,4625,Security,WS-008,gabriela.nunes,LAB,10.10.20.18,2,0xC000006D,0xC000006A,failure
100071,2026-09-21T19:20:10Z,4625,Security,WS-008,gabriela.nunes,LAB,10.10.20.18,2,0xC000006D,0xC000006A,failure
100072,2026-09-21T19:20:20Z,4625,Security,WS-008,gabriela.nunes,LAB,10.10.20.18,2,0xC000006D,0xC000006A,failure
100073,2026-09-21T19:20:40Z,4625,Security,WS-008,gabriela.nunes,LAB,10.10.20.18,2,0xC0000234,0x0,failure
100074,2026-09-22T05:31:00Z,4624,Security,SRV-RDP-01,ana.pereira,LAB,10.10.30.5,10,0x0,0x0,success
100075,2026-09-22T06:00:00Z,4624,Security,SRV-BKP-01,svc_backup,LAB,10.10.1.20,5,0x0,0x0,success
100076,2026-09-22T06:05:00Z,4624,Security,SRV-FILE-01,svc_backup,LAB,10.10.1.20,3,0x0,0x0,success
100077,2026-09-22T10:10:29Z,4624,Security,WS-011,lucas.ferreira,LAB,10.10.20.21,2,0x0,0x0,success
100078,2026-09-22T10:14:52Z,4624,Security,WS-014,renata.gomes,LAB,10.10.20.24,2,0x0,0x0,success
100079,2026-09-22T10:35:18Z,4624,Security,WS-001,ana.pereira,LAB,10.10.20.11,2,0x0,0x0,success
100080,2026-09-22T10:42:14Z,4624,Security,WS-004,carlos.lima,LAB,10.10.20.14,2,0x0,0x0,success
100081,2026-09-22T10:42:17Z,4624,Security,WS-008,gabriela.nunes,LAB,10.10.20.18,2,0x0,0x0,success
100082,2026-09-22T10:54:14Z,4624,Security,WS-005,daniel.rocha,LAB,10.10.20.15,2,0x0,0x0,success
100083,2026-09-22T11:10:23Z,4624,Security,WS-007,felipe.martins,LAB,10.10.20.17,2,0x0,0x0,success
100084,2026-09-22T11:14:52Z,4624,Security,SRV-FILE-01,renata.gomes,LAB,10.10.20.24,3,0x0,0x0,success
100085,2026-09-22T11:17:29Z,4624,Security,WS-006,eduarda.alves,LAB,10.10.20.16,2,0x0,0x0,success
100086,2026-09-22T11:25:17Z,4624,Security,WS-015,tiago.barbosa,LAB,10.10.20.25,2,0x0,0x0,success
100087,2026-09-22T11:54:14Z,4624,Security,SRV-FILE-01,daniel.rocha,LAB,10.10.20.15,3,0x0,0x0,success
100088,2026-09-22T11:59:40Z,4624,Security,WS-012,maria.souza,LAB,10.10.20.22,2,0x0,0x0,success
100089,2026-09-22T12:10:29Z,4624,Security,SRV-FILE-01,lucas.ferreira,LAB,10.10.20.21,3,0x0,0x0,success
100090,2026-09-22T12:10:34Z,4624,Security,WS-010,juliana.ramos,LAB,10.10.20.20,2,0x0,0x0,success
100091,2026-09-22T12:12:45Z,4624,Security,WS-003,carla.mendes,LAB,10.10.20.13,2,0x0,0x0,success
100092,2026-09-22T12:14:43Z,4624,Security,WS-013,paulo.teixeira,LAB,10.10.20.23,2,0x0,0x0,success
100093,2026-09-22T12:25:17Z,4624,Security,SRV-FILE-01,tiago.barbosa,LAB,10.10.20.25,3,0x0,0x0,success
100094,2026-09-22T12:41:04Z,4624,Security,WS-009,joao.silva,LAB,10.10.20.19,2,0x0,0x0,success
100095,2026-09-22T12:42:14Z,4624,Security,SRV-FILE-01,carlos.lima,LAB,10.10.20.14,3,0x0,0x0,success
100096,2026-09-22T12:56:55Z,4624,Security,WS-002,bruno.costa,LAB,10.10.20.12,2,0x0,0x0,success
100097,2026-09-22T13:10:23Z,4624,Security,SRV-FILE-01,felipe.martins,LAB,10.10.20.17,3,0x0,0x0,success
100098,2026-09-22T13:12:45Z,4624,Security,SRV-FILE-01,carla.mendes,LAB,10.10.20.13,3,0x0,0x0,success
100099,2026-09-22T13:35:18Z,4624,Security,SRV-FILE-01,ana.pereira,LAB,10.10.20.11,3,0x0,0x0,success
100100,2026-09-22T13:42:17Z,4624,Security,SRV-FILE-01,gabriela.nunes,LAB,10.10.20.18,3,0x0,0x0,success
100101,2026-09-22T14:00:00Z,4625,Security,WS-007,felipe.martins,LAB,10.10.20.17,2,0xC000006D,0xC000006A,failure
100102,2026-09-22T14:00:30Z,4625,Security,WS-007,felipe.martins,LAB,10.10.20.17,2,0xC000006D,0xC000006A,failure
100103,2026-09-22T14:01:00Z,4625,Security,WS-007,felipe.martins,LAB,10.10.20.17,2,0xC000006D,0xC000006A,failure
100104,2026-09-22T14:01:30Z,4625,Security,WS-007,felipe.martins,LAB,10.10.20.17,2,0xC000006D,0xC000006A,failure
100105,2026-09-22T14:14:43Z,4624,Security,SRV-FILE-01,paulo.teixeira,LAB,10.10.20.23,3,0x0,0x0,success
100106,2026-09-22T14:17:29Z,4624,Security,SRV-FILE-01,eduarda.alves,LAB,10.10.20.16,3,0x0,0x0,success
100107,2026-09-22T14:56:55Z,4624,Security,SRV-FILE-01,bruno.costa,LAB,10.10.20.12,3,0x0,0x0,success
100108,2026-09-22T14:59:40Z,4624,Security,SRV-FILE-01,maria.souza,LAB,10.10.20.22,3,0x0,0x0,success
100109,2026-09-22T15:10:34Z,4624,Security,SRV-FILE-01,juliana.ramos,LAB,10.10.20.20,3,0x0,0x0,success
100110,2026-09-22T15:41:04Z,4624,Security,SRV-FILE-01,joao.silva,LAB,10.10.20.19,3,0x0,0x0,success
100111,2026-09-22T18:00:00Z,4625,Security,SRV-APP-01,paulo.teixeira,LAB,198.51.100.99,3,0xC000006D,0xC000006A,failure
100112,2026-09-22T18:20:00Z,4625,Security,SRV-APP-01,paulo.teixeira,LAB,198.51.100.99,3,0xC000006D,0xC000006A,failure
100113,2026-09-22T18:40:00Z,4625,Security,SRV-APP-01,paulo.teixeira,LAB,198.51.100.99,3,0xC000006D,0xC000006A,failure
100114,2026-09-22T19:00:00Z,4625,Security,SRV-APP-01,paulo.teixeira,LAB,198.51.100.99,3,0xC000006D,0xC000006A,failure
100115,2026-09-22T19:20:00Z,4625,Security,SRV-APP-01,paulo.teixeira,LAB,198.51.100.99,3,0xC000006D,0xC000006A,failure
100116,2026-09-22T19:40:00Z,4625,Security,SRV-APP-01,paulo.teixeira,LAB,198.51.100.99,3,0xC000006D,0xC000006A,failure
100117,2026-09-23T01:40:00Z,4625,Security,SRV-APP-01,ana.pereira,LAB,203.0.113.77,3,0xC000006D,0xC000006A,failure
100118,2026-09-23T01:40:40Z,4625,Security,SRV-APP-01,bruno.costa,LAB,203.0.113.77,3,0xC000006D,0xC000006A,failure
100119,2026-09-23T01:41:20Z,4625,Security,SRV-APP-01,carla.mendes,LAB,203.0.113.77,3,0xC000006D,0xC000006A,failure
100120,2026-09-23T01:42:00Z,4625,Security,SRV-APP-01,daniel.rocha,LAB,203.0.113.77,3,0xC000006D,0xC000006A,failure
100121,2026-09-23T01:42:40Z,4625,Security,SRV-APP-01,eduarda.alves,LAB,203.0.113.77,3,0xC000006D,0xC000006A,failure
100122,2026-09-23T01:43:20Z,4625,Security,SRV-APP-01,felipe.martins,LAB,203.0.113.77,3,0xC000006D,0xC000006A,failure
100123,2026-09-23T01:44:00Z,4625,Security,SRV-APP-01,gabriela.nunes,LAB,203.0.113.77,3,0xC000006D,0xC000006A,failure
100124,2026-09-23T01:44:40Z,4625,Security,SRV-APP-01,juliana.ramos,LAB,203.0.113.77,3,0xC000006D,0xC000006A,failure
100125,2026-09-23T01:45:20Z,4625,Security,SRV-APP-01,paulo.teixeira,LAB,203.0.113.77,3,0xC000006D,0xC000006A,failure
100126,2026-09-23T01:46:00Z,4625,Security,SRV-APP-01,tiago.barbosa,LAB,203.0.113.77,3,0xC000006D,0xC000006A,failure
100127,2026-09-23T01:46:40Z,4625,Security,SRV-APP-01,admin,LAB,203.0.113.77,3,0xC000006D,0xC0000064,failure
100128,2026-09-23T01:47:10Z,4625,Security,SRV-APP-01,administrador,LAB,203.0.113.77,3,0xC000006D,0xC0000064,failure
100129,2026-09-23T01:47:40Z,4625,Security,SRV-APP-01,teste,LAB,203.0.113.77,3,0xC000006D,0xC0000064,failure
100130,2026-09-23T01:49:00Z,4624,Security,SRV-APP-01,carlos.lima,LAB,203.0.113.77,3,0x0,0x0,success
